date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:34:32	299468/299468	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2023:25:27%20GMT	https://preppykitchen.com/category/recipes/cooking-method/	preppykitchen.com/category/recipes/cooking-method/index.html	(from https://preppykitchen.com/recipes/)
18:34:33	117855/117855	---M--	200	added ('OK')	image/jpeg	etag:%2260a2f45b-1cc5f%22	https://preppykitchen.com/wp-content/uploads/2021/05/Turkey-Pot-Pie-Feature.jpg	preppykitchen.com/wp-content/uploads/2021/05/Turkey-Pot-Pie-Feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:33	253667/253667	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2021:26:20%20GMT	https://preppykitchen.com/category/recipes/cooking-method/slow-cooker/	preppykitchen.com/category/recipes/cooking-method/slow-cooker/index.html	(from https://preppykitchen.com/recipes/)
18:34:34	289713/289713	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2020:33:20%20GMT	https://preppykitchen.com/category/recipes/holiday/easter/	preppykitchen.com/category/recipes/holiday/easter/index.html	(from https://preppykitchen.com/recipes/)
18:34:34	103417/103417	---M--	200	added ('OK')	image/jpeg	etag:%2265392dd8-193f9%22	https://preppykitchen.com/wp-content/uploads/2023/10/Roasted-Butternut-Squash-Feature.jpg	preppykitchen.com/wp-content/uploads/2023/10/Roasted-Butternut-Squash-Feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:34	292753/292753	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:52:01%20GMT	https://preppykitchen.com/category/recipes/holiday/christmas/	preppykitchen.com/category/recipes/holiday/christmas/index.html	(from https://preppykitchen.com/recipes/)
18:34:34	291946/291946	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:47:08%20GMT	https://preppykitchen.com/category/recipes/holiday/thanksgiving/	preppykitchen.com/category/recipes/holiday/thanksgiving/index.html	(from https://preppykitchen.com/recipes/)
18:34:35	80591/80591	---M--	200	added ('OK')	image/jpeg	etag:%22672b9aec-13acf%22	https://preppykitchen.com/wp-content/uploads/2024/11/Pumpkin-Meringue-Pie-Feature.jpg	preppykitchen.com/wp-content/uploads/2024/11/Pumpkin-Meringue-Pie-Feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:35	260715/260715	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2022:20:57%20GMT	https://preppykitchen.com/category/recipes/holiday/valentines-day/	preppykitchen.com/category/recipes/holiday/valentines-day/index.html	(from https://preppykitchen.com/recipes/)
18:34:35	288114/288114	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2022:23:55%20GMT	https://preppykitchen.com/category/recipes/holiday/halloween/	preppykitchen.com/category/recipes/holiday/halloween/index.html	(from https://preppykitchen.com/recipes/)
18:34:36	188827/188827	---M--	200	added ('OK')	image/jpeg	etag:%22672bfeef-2e19b%22	https://preppykitchen.com/wp-content/uploads/2024/11/Spatchcock-Turkey-Feature.jpg	preppykitchen.com/wp-content/uploads/2024/11/Spatchcock-Turkey-Feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:36	266006/266006	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:05:35%20GMT	https://preppykitchen.com/category/recipes/sandwiches/	preppykitchen.com/category/recipes/sandwiches/index.html	(from https://preppykitchen.com/recipes/)
18:34:36	115071/115071	---M--	200	added ('OK')	image/jpeg	etag:%2264dd1654-1c17f%22	https://preppykitchen.com/wp-content/uploads/2023/08/Green-Bean-Casserole-Feature.jpg	preppykitchen.com/wp-content/uploads/2023/08/Green-Bean-Casserole-Feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:37	288693/288693	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:32:22%20GMT	https://preppykitchen.com/category/recipes/toppings-and-condiments/	preppykitchen.com/category/recipes/toppings-and-condiments/index.html	(from https://preppykitchen.com/recipes/)
18:34:37	95091/95091	---M--	200	added ('OK')	image/jpeg	etag:%226137430f-17373%22	https://preppykitchen.com/wp-content/uploads/2021/09/Roasted-Carrots-feature.jpg	preppykitchen.com/wp-content/uploads/2021/09/Roasted-Carrots-feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:37	90063/90063	---M--	200	added ('OK')	image/jpeg	etag:%225f7b40df-15fcf%22	https://preppykitchen.com/wp-content/uploads/2020/10/pecan-pie-bars-feature-.jpg	preppykitchen.com/wp-content/uploads/2020/10/pecan-pie-bars-feature-.jpg	(from https://preppykitchen.com/recipes/)
18:34:37	61837/61837	---M--	200	added ('OK')	image/jpeg	etag:%226728dc15-f18d%22	https://preppykitchen.com/wp-content/uploads/2024/11/Dinner-Rolls-Feature.jpg	preppykitchen.com/wp-content/uploads/2024/11/Dinner-Rolls-Feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:37	88407/88407	---M--	200	added ('OK')	image/jpeg	etag:%2265249a39-15957%22	https://preppykitchen.com/wp-content/uploads/2023/10/Mashed-Potatoes-Feature.jpg	preppykitchen.com/wp-content/uploads/2023/10/Mashed-Potatoes-Feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:37	98380/98380	---M--	200	added ('OK')	image/jpeg	etag:%225f289997-1804c%22	https://preppykitchen.com/wp-content/uploads/2019/11/Pecan-pie-Feature-new.jpg	preppykitchen.com/wp-content/uploads/2019/11/Pecan-pie-Feature-new.jpg	(from https://preppykitchen.com/recipes/)
18:34:38	83692/83692	---M--	200	added ('OK')	image/jpeg	etag:%226544f65d-146ec%22	https://preppykitchen.com/wp-content/uploads/2023/11/Pecan-Pie-Cheesecake-Feature.jpg	preppykitchen.com/wp-content/uploads/2023/11/Pecan-Pie-Cheesecake-Feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:39	252487/252487	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:38%20GMT	https://preppykitchen.com/recipes/GET	preppykitchen.com/recipes/GET	(from https://preppykitchen.com/recipes/)
18:34:39	619/619	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:38%20GMT	https://preppykitchen.com/recipes/French-Macarons-feature-1200.jpg	preppykitchen.com/recipes/French-Macarons-feature-1200.jpg	(from https://preppykitchen.com/recipes/)
18:34:39	619/619	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:38%20GMT	https://preppykitchen.com/recipes/Double-Chocolate-Chip-Cookies-Feature.jpg	preppykitchen.com/recipes/Double-Chocolate-Chip-Cookies-Feature.jpg	(from https://preppykitchen.com/recipes/)
18:34:41	252941/252941	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:40%20GMT	https://preppykitchen.com/category/recipes/desserts/i	preppykitchen.com/category/recipes/desserts/i	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:41	4991/4991	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2015%20Nov%202024%2002:34:40%20GMT	https://preppykitchen.com/category/recipes/desserts/window.location.href	preppykitchen.com/category/recipes/desserts/window.location.href	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:41	22567/22567	---M--	200	added ('OK')	image/jpeg	etag:%225e846191-88f5%22	https://preppykitchen.com/wp-content/uploads/2019/01/vanilla-cake-1x1-500x500.jpg	preppykitchen.com/wp-content/uploads/2019/01/vanilla-cake-1x1-500x500.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:42	7803/7803	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2002:34:41%20GMT	https://preppykitchen.com/wp-json/wp/v2/categories/3	preppykitchen.com/wp-json/wp/v2/categories/3.json	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:43	294509/294509	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:50:52%20GMT	https://preppykitchen.com/category/recipes/desserts/page/2/	preppykitchen.com/category/recipes/desserts/page/2/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:43	231474/231474	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:41%20GMT	https://preppykitchen.com/category/recipes/desserts/Firefox/	preppykitchen.com/category/recipes/desserts/Firefox/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:43	21560/21560	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%227a877bd10e46d9a731a97fe3bb7c78dd%22	https://preppykitchen.com/category/recipes/desserts/feed/	preppykitchen.com/category/recipes/desserts/feed/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:43	234092/234092	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:42%20GMT	https://preppykitchen.com/category/recipes/desserts/slickstream-code	preppykitchen.com/category/recipes/desserts/slickstream-code	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:43	17608/17608	---M--	200	added ('OK')	image/jpeg	etag:%225e838731-70eb%22	https://preppykitchen.com/wp-content/uploads/2018/04/Vanilla-cupcake-sq-500x500.jpg	preppykitchen.com/wp-content/uploads/2018/04/Vanilla-cupcake-sq-500x500.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:44	22746/22746	---M--	200	added ('OK')	image/jpeg	etag:%225e841914-8c52%22	https://preppykitchen.com/wp-content/uploads/2019/07/Butter-Cookies-Recipe-500x500.jpg	preppykitchen.com/wp-content/uploads/2019/07/Butter-Cookies-Recipe-500x500.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:44	39892/39892	---M--	200	added ('OK')	image/jpeg	etag:%225e83f48f-ccef%22	https://preppykitchen.com/wp-content/uploads/2019/04/blueberry-pie-top-down-500x500.jpg	preppykitchen.com/wp-content/uploads/2019/04/blueberry-pie-top-down-500x500.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:44	43669/43669	---M--	200	added ('OK')	image/jpeg	etag:%225e852f50-de55%22	https://preppykitchen.com/wp-content/uploads/2020/01/Magic-cookie-bars-blog-2-500x500.jpg	preppykitchen.com/wp-content/uploads/2020/01/Magic-cookie-bars-blog-2-500x500.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:44	13880/13880	---M--	200	added ('OK')	image/jpeg	etag:%226171f765-3638%22	https://preppykitchen.com/wp-content/uploads/2021/10/How-to-make-italian-Buttercream-mailchimp-500x500.jpg	preppykitchen.com/wp-content/uploads/2021/10/How-to-make-italian-Buttercream-mailchimp-500x500.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:44	34970/34970	---M--	200	added ('OK')	image/jpeg	etag:%225e840aac-bd8a%22	https://preppykitchen.com/wp-content/uploads/2017/07/chocolate-cake-recipe-2-500x500.jpg	preppykitchen.com/wp-content/uploads/2017/07/chocolate-cake-recipe-2-500x500.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:45	31641/31641	---M--	200	added ('OK')	image/jpeg	etag:%2262d20b07-7d2e%22	https://preppykitchen.com/wp-content/uploads/2022/07/Cheesecake-feature-new-360x495.jpg	preppykitchen.com/wp-content/uploads/2022/07/Cheesecake-feature-new-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:45	33138/33138	---M--	200	added ('OK')	image/jpeg	etag:%2267100039-8416%22	https://preppykitchen.com/wp-content/uploads/2024/10/Dirt-Cake-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/10/Dirt-Cake-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:45	34540/34540	---M--	200	added ('OK')	image/jpeg	etag:%22670420ea-88bf%22	https://preppykitchen.com/wp-content/uploads/2024/10/Graham-Cracker-Crust-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/10/Graham-Cracker-Crust-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:45	23764/23764	---M--	200	added ('OK')	image/jpeg	etag:%22670d5787-5eb0%22	https://preppykitchen.com/wp-content/uploads/2024/10/Ding-Dong-Cake-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/10/Ding-Dong-Cake-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:45	24644/24644	---M--	200	added ('OK')	image/jpeg	etag:%226706e225-6044%22	https://preppykitchen.com/wp-content/uploads/2024/10/Caramel-Apple-Cake-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/10/Caramel-Apple-Cake-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:46	30761/30761	---M--	200	added ('OK')	image/jpeg	etag:%2266fc8ba0-79a0%22	https://preppykitchen.com/wp-content/uploads/2024/10/No-Bake-Pumpkin-Cheesecake-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/10/No-Bake-Pumpkin-Cheesecake-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:46	36471/36471	---M--	200	added ('OK')	image/jpeg	etag:%2266faa5e4-90a7%22	https://preppykitchen.com/wp-content/uploads/2024/09/Apple-Pandowdy-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/09/Apple-Pandowdy-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:46	18149/18149	---M--	200	added ('OK')	image/jpeg	etag:%22622f9249-46e5%22	https://preppykitchen.com/wp-content/uploads/2022/03/Cream-Cheese-Frosting-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2022/03/Cream-Cheese-Frosting-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:46	24779/24779	---M--	200	added ('OK')	image/jpeg	etag:%2266f45eeb-60cb%22	https://preppykitchen.com/wp-content/uploads/2024/09/Oatmeal-Cookies-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/09/Oatmeal-Cookies-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:47	34512/34512	---M--	200	added ('OK')	image/jpeg	etag:%22611075d1-9169%22	https://preppykitchen.com/wp-content/uploads/2021/08/Pumpkin-Snickerdoodles-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2021/08/Pumpkin-Snickerdoodles-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:47	34651/34651	---M--	200	added ('OK')	image/jpeg	etag:%2266f17302-891e%22	https://preppykitchen.com/wp-content/uploads/2024/09/Air-Fryer-Hand-Pies-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/09/Air-Fryer-Hand-Pies-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:47	29031/29031	---M--	200	added ('OK')	image/jpeg	etag:%225ef253ec-7167%22	https://preppykitchen.com/wp-content/uploads/2020/06/Alfajores-Feature-3-360x495.jpg	preppykitchen.com/wp-content/uploads/2020/06/Alfajores-Feature-3-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:47	29371/29371	---M--	200	added ('OK')	image/jpeg	etag:%2266eb32f7-736b%22	https://preppykitchen.com/wp-content/uploads/2024/09/Apple-Pie-Filling-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/09/Apple-Pie-Filling-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:47	26066/26066	---M--	200	added ('OK')	image/jpeg	etag:%22652fd6a7-66b2%22	https://preppykitchen.com/wp-content/uploads/2023/10/Snickerdoodle-Recipe-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2023/10/Snickerdoodle-Recipe-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:48	32951/32951	---M--	200	added ('OK')	image/jpeg	etag:%2266e87cd0-8303%22	https://preppykitchen.com/wp-content/uploads/2024/09/Pumpkin-Chocolate-Chip-Cookies-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/09/Pumpkin-Chocolate-Chip-Cookies-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:48	466757/466757	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:35:12%20GMT	https://preppykitchen.com/funfetti-cake-2/	preppykitchen.com/funfetti-cake-2/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:48	22703/22703	---M--	200	added ('OK')	image/jpeg	etag:%225f42bee1-58af%22	https://preppykitchen.com/wp-content/uploads/2020/08/pumpkin-bars-feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2020/08/pumpkin-bars-feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:49	452640/452640	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:32:13%20GMT	https://preppykitchen.com/sugar-cookies/	preppykitchen.com/sugar-cookies/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:49	434201/434201	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2019:43:05%20GMT	https://preppykitchen.com/moist-vanilla-cupcake-recipe/	preppykitchen.com/moist-vanilla-cupcake-recipe/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:50	482918/482918	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:43:20%20GMT	https://preppykitchen.com/ding-dong-cake/	preppykitchen.com/ding-dong-cake/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:50	33401/33401	---M--	200	added ('OK')	image/jpeg	etag:%2266e1b50c-8451%22	https://preppykitchen.com/wp-content/uploads/2024/09/Pumpkin-Bread-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/09/Pumpkin-Bread-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:51	447294/447294	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:39:02%20GMT	https://preppykitchen.com/no-bake-pumpkin-cheesecake/	preppykitchen.com/no-bake-pumpkin-cheesecake/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:51	454779/454779	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:43:50%20GMT	https://preppykitchen.com/apple-pandowdy/	preppykitchen.com/apple-pandowdy/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:52	467336/467336	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2019:27:31%20GMT	https://preppykitchen.com/apple-cake/	preppykitchen.com/apple-cake/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:52	28656/28656	---M--	200	added ('OK')	image/jpeg	etag:%225eea39d0-6ff0%22	https://preppykitchen.com/wp-content/uploads/2020/06/Apple-Crisp-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2020/06/Apple-Crisp-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:53	432531/432531	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:59:58%20GMT	https://preppykitchen.com/cream-cheese-frosting/	preppykitchen.com/cream-cheese-frosting/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:53	396486/396486	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:53:44%20GMT	https://preppykitchen.com/oatmeal-cookies/	preppykitchen.com/oatmeal-cookies/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:54	459165/459165	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:48%20GMT	https://preppykitchen.com/pumpkin-snickerdoodles/	preppykitchen.com/pumpkin-snickerdoodles/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:54	252509/252509	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:52%20GMT	https://preppykitchen.com/category/recipes/desserts/GET	preppykitchen.com/category/recipes/desserts/GET	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:54	449800/449800	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:37:03%20GMT	https://preppykitchen.com/air-fryer-hand-pies/	preppykitchen.com/air-fryer-hand-pies/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:54	619/619	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:53%20GMT	https://preppykitchen.com/category/recipes/desserts/French-Macarons-feature-1200.jpg	preppykitchen.com/category/recipes/desserts/French-Macarons-feature-1200.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:55	439319/439319	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:13:29%20GMT	https://preppykitchen.com/apple-pie-filling/	preppykitchen.com/apple-pie-filling/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:55	464991/464991	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:39:28%20GMT	https://preppykitchen.com/alfajores/	preppykitchen.com/alfajores/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:56	619/619	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:54%20GMT	https://preppykitchen.com/category/recipes/desserts/Double-Chocolate-Chip-Cookies-Feature.jpg	preppykitchen.com/category/recipes/desserts/Double-Chocolate-Chip-Cookies-Feature.jpg	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:58	451194/451194	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:02:02%20GMT	https://preppykitchen.com/snickerdoodle-cookies-recipe/	preppykitchen.com/snickerdoodle-cookies-recipe/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:58	461212/461212	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:33:28%20GMT	https://preppykitchen.com/pumpkin-bars/	preppykitchen.com/pumpkin-bars/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:59	450748/450748	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:37:40%20GMT	https://preppykitchen.com/pumpkin-bread/	preppykitchen.com/pumpkin-bread/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:34:59	460577/460577	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:31:55%20GMT	https://preppykitchen.com/pumpkin-chocolate-chip-cookies/	preppykitchen.com/pumpkin-chocolate-chip-cookies/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:35:00	252942/252942	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:34:58%20GMT	https://preppykitchen.com/category/recipes/breakfast/i	preppykitchen.com/category/recipes/breakfast/i	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:00	455973/455973	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202024%2020:36:51%20GMT	https://preppykitchen.com/apple-crisp/	preppykitchen.com/apple-crisp/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:35:01	301023/301023	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:53:29%20GMT	https://preppykitchen.com/category/recipes/desserts/page/3/	preppykitchen.com/category/recipes/desserts/page/3/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:35:01	4991/4991	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2015%20Nov%202024%2002:34:59%20GMT	https://preppykitchen.com/category/recipes/breakfast/window.location.href	preppykitchen.com/category/recipes/breakfast/window.location.href	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:01	279846/279846	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:55:47%20GMT	https://preppykitchen.com/category/recipes/desserts/page/25/	preppykitchen.com/category/recipes/desserts/page/25/index.html	(from https://preppykitchen.com/category/recipes/desserts/)
18:35:01	7826/7826	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2002:35:00%20GMT	https://preppykitchen.com/wp-json/wp/v2/categories/5204	preppykitchen.com/wp-json/wp/v2/categories/5204.json	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:01	231475/231475	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:35:00%20GMT	https://preppykitchen.com/category/recipes/breakfast/Firefox/	preppykitchen.com/category/recipes/breakfast/Firefox/index.html	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:01	20957/20957	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%227a877bd10e46d9a731a97fe3bb7c78dd%22	https://preppykitchen.com/category/recipes/breakfast/feed/	preppykitchen.com/category/recipes/breakfast/feed/index.html	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:02	299034/299034	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202024%2019:53:45%20GMT	https://preppykitchen.com/category/recipes/breakfast/page/2/	preppykitchen.com/category/recipes/breakfast/page/2/index.html	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:03	234093/234093	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2002:35:02%20GMT	https://preppykitchen.com/category/recipes/breakfast/slickstream-code	preppykitchen.com/category/recipes/breakfast/slickstream-code	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:03	21815/21815	---M--	200	added ('OK')	image/jpeg	etag:%226536ce48-5537%22	https://preppykitchen.com/wp-content/uploads/2023/10/Blueberry-Muffins-Feature-334x500.jpg	preppykitchen.com/wp-content/uploads/2023/10/Blueberry-Muffins-Feature-334x500.jpg	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:03	26619/26619	---M--	200	added ('OK')	image/jpeg	etag:%2263e4f880-6fc5%22	https://preppykitchen.com/wp-content/uploads/2023/02/pancakes-feature-new-353x500.jpg	preppykitchen.com/wp-content/uploads/2023/02/pancakes-feature-new-353x500.jpg	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:03	26776/26776	---M--	200	added ('OK')	image/jpeg	etag:%2264f8f505-6975%22	https://preppykitchen.com/wp-content/uploads/2023/09/Scones-Blog-1-334x500.jpg	preppykitchen.com/wp-content/uploads/2023/09/Scones-Blog-1-334x500.jpg	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:03	40230/40230	---M--	200	added ('OK')	image/jpeg	etag:%226579e622-a114%22	https://preppykitchen.com/wp-content/uploads/2023/12/Gingerbread-Waffles-Feature-333x500.jpg	preppykitchen.com/wp-content/uploads/2023/12/Gingerbread-Waffles-Feature-333x500.jpg	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:04	24748/24748	---M--	200	added ('OK')	image/jpeg	etag:%2266d71571-60ac%22	https://preppykitchen.com/wp-content/uploads/2024/09/Air-Fryer-Apple-Fritters-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2024/09/Air-Fryer-Apple-Fritters-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:04	24522/24522	---M--	200	added ('OK')	image/jpeg	etag:%22630ac1f2-5fca%22	https://preppykitchen.com/wp-content/uploads/2022/08/Apple-Muffin-Feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2022/08/Apple-Muffin-Feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/breakfast/)
18:35:04	28640/28640	---M--	200	added ('OK')	image/jpeg	etag:%225f495a7e-6fe0%22	https://preppykitchen.com/wp-content/uploads/2020/08/Apple-turnover-feature-360x495.jpg	preppykitchen.com/wp-content/uploads/2020/08/Apple-turnover-feature-360x495.jpg	(from https://preppykitchen.com/category/recipes/breakfast/)
